pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-07-07	Variable Ordering for Decision Diagrams: A Portfolio Approach		CPAIOR	We compare the performance of different portfolios of variable orderings on an algorithm that uses decision diagrams to compute lower bounds on the chromatic number of graphs. 	Karahalios and van-Hoeve. (2021). "Variable Ordering for Decision Diagrams." CPAIOR 2021.		decision-diagrams		https://www.andrew.cmu.edu/user/vanhoeve/papers/DD_Portfolio_CPAIOR2021.pdf
